web-scraper-order,web-scraper-start-url,url,url-href,content
"1520026192-6967","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/03/02/movies/the-last-exorcism-part-ii-starring-ashley-bell.html","http://www.nytimes.com/2013/03/02/movies/the-last-exorcism-part-ii-starring-ashley-bell.html","Poor Nell can’t catch a break. In “The Last Exorcism” (2010) this Louisiana teenager was possessed by the demon Abalam and ultimately bore his progeny, only to have their unholy offspring disposed of by solemn hooded attendants. In “The Last Exorcism: Part II” she has survived that ordeal, unlike her father (or so it appears), the documentary crew filming her and the minister of lapsed faith who attempted to coax out her tormentor."
"1520027683-10875","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/11/15/movies/sunlight-jr-stars-naomi-watts-and-matt-dillon.html","http://www.nytimes.com/2013/11/15/movies/sunlight-jr-stars-naomi-watts-and-matt-dillon.html","The principal pleasure in Melissa and Richie’s life is sex. An intense, protracted love scene reveals the strength of their physical bond. But how long can that last? And, as the saying goes, “You can’t live on love alone.” Because they both smoke cigarettes, and Richie is a heavy drinker, much of their meager income goes to feed bad habits. The movie suggests that Melissa was once addicted to prescription painkillers. Her ex-boyfriend Justin (Norman Reedus) is a menacing, snake-eyed lout who owns cheap real estate and peddles pills obtained in fly-by-night “clinics” that are ubiquitous in Florida’s strip malls."
"1520027408-10208","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/10/11/movies/design-is-one-centers-on-the-vignelli-team.html","http://www.nytimes.com/2013/10/11/movies/design-is-one-centers-on-the-vignelli-team.html","“It makes me so happy to know that I’ll be here forever,” Mr. Vignelli says of St. Peter’s Church in Manhattan, another of the couple’s design projects. “The typeface for the church is Optimum,” he says. “In deference to the standards, my tomb will be in Optimum.” He relates that with twinkling eyes and a grin, for he is famous for his use of Helvetica."
"1520025779-5840","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2012/11/22/movies/the-documentary-the-central-park-five.html","http://www.nytimes.com/2012/11/22/movies/the-documentary-the-central-park-five.html","The documentary “The Central Park Five” revisits two New York nightmares. The first and most famous was the rape and beating of a 28-year-old white woman who, very early on April 20, 1989, was found in Central Park bound, gagged, nearly naked and nearly dead, her head crushed and shirt soaked in her blood. For years she was known only as the Central Park jogger, and her assailants were widely thought to be the five black and Latino teenagers, 14 to 16, who were arrested in the attack. The directors Ken Burns, David McMahon and Sarah Burns argue that the convictions, and the years the defendants served for the crime they were later absolved of, were a second, racially motivated crime."
"1520026125-6862","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/02/22/movies/11-flowers-directed-by-wang-xiaoshuai.html","http://www.nytimes.com/2013/02/22/movies/11-flowers-directed-by-wang-xiaoshuai.html","Yet Wang Xiaoshuai’s “11 Flowers” never allows politics to overwhelm its fondly intimate portrait of life in a Chinese village in 1975. Seen through the curious eyes of the young Wang Han (Liu Wenqing) and his friends, the film’s more mysterious events — including a corpse on the riverbank and the strange sadness of a neighbor’s beautiful daughter — are little more than incomprehensible distractions from the daily rituals of rural life."
"1520026925-8938","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/07/19/movies/in-still-mine-a-couple-in-their-80s-resist-aging.html","http://www.nytimes.com/2013/07/19/movies/in-still-mine-a-couple-in-their-80s-resist-aging.html","The image of the fiercely self-reliant Craig raging against the dying of the light may verge on cliché. But Mr. Cromwell, who is more than a decade younger than his character, lends Craig a compelling depth, intelligence and resoluteness. He stands about 6-foot-7, and with a Roman nose on a head that seems chiseled out of rock, radiates an imperial authority. Ms. Bujold, alert and birdlike, imbues Irene with a starchy tenacity and a sharp sense of humor."
"1520025800-5923","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2012/11/30/movies/dragon-wu-xia-directed-by-peter-ho-sun-chan.html","http://www.nytimes.com/2012/11/30/movies/dragon-wu-xia-directed-by-peter-ho-sun-chan.html","Mr. Yen also choreographed the fight scenes, which Mr. Chan uses to pay homage to the wuxia film tradition while updating it with faster editing and digitally assisted gimmicks. The results are sometimes overly busy, and the tone of “Dragon” wavers between knowing pastiche and melodramatic sincerity. At times it feels like a lively, winking genre spoof — the kind of thing that Quentin Tarantino helped to popularize, even if his own films have been more daring and ambitious — and at others like a straightforward attempt to recapture the frenzy and intensity of beloved older movies."
"1520026466-7576","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/04/12/movies/the-angels-share-a-comedy-by-ken-loach.html","http://www.nytimes.com/2013/04/12/movies/the-angels-share-a-comedy-by-ken-loach.html","But once the film changes course, it transforms into an amiable, if far-fetched, heist comedy in which the antics of Robbie and his cohorts verge on farce. In the ranks of Mr. Loach’s output, “The Angels’ Share,” which won the Jury Prize at last year’s Cannes Film Festival, stands somewhere in the middle of a consistently strong body of work. Watching it is like receiving a hard slap in the face from someone who expects you to laugh it off, even though the sting lingers."
"1520027365-10100","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/10/04/movies/dislecksia-a-documentary-by-harvey-hubbell-v.html","http://www.nytimes.com/2013/10/04/movies/dislecksia-a-documentary-by-harvey-hubbell-v.html","The film’s primary mission is to destigmatize dyslexia, and it achieves that admirably, presenting technical material with a light touch and compassion. Mr. Hubbell, himself dyslexic, wryly recounts growing up in the 1960s and 1970s frustrated by a condition few could identify, let alone treat. The lawyer David Boies, the television writer Stephen J. Cannell and the actor Billy Bob Thornton are among those who discuss how dealing with the condition led to their personal successes. (Dyslexics, it would seem, can do well in professions that rely on oral and memory skills.) Mr. Hubbell also interviews researchers who are breaking ground in the science of reading, educators applying the new methods and students who have benefited. As this upbeat film concludes, dyslexics untie!"
"1520025850-6054","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2012/12/07/movies/playing-for-keeps-by-gabriele-muccino.html","http://www.nytimes.com/2012/12/07/movies/playing-for-keeps-by-gabriele-muccino.html","That last part might be a matter of casting in “Playing for Keeps.” Mr. Butler is apparently — or at least contractually — irresistible to women, and George, even in semi-eclipse, attracts them like moths to a manly flame. Especially once he starts coaching the youth soccer team on which his young son, Lewis (Noah Lomax), plays. George wins over the kids first, with his amiable alpha shtick, and the mothers quickly follow."
"1520026646-8107","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/05/22/movies/3-geezers-directed-by-michelle-schumacher.html","http://www.nytimes.com/2013/05/22/movies/3-geezers-directed-by-michelle-schumacher.html","It’s not clear whether “3 Geezers!” is trying to celebrate people of advanced age or mock them, but it doesn’t really matter. Either way, this is one terrible movie."
"1520027450-10312","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/10/18/movies/american-promise-a-documentary-on-dalton-students.html","http://www.nytimes.com/2013/10/18/movies/american-promise-a-documentary-on-dalton-students.html","Late in the documentary “American Promise,” one of its directors, Michèle Stephenson, sits next to her adolescent son, Idris — one of the movie’s subjects — as he reads a disheartening e-mail. They’ve been opening college admissions notices and wading through some bad news. The two are shown separately and together, and at times in close-up. (Participants either talk directly to the camera — and sometimes to the various silent camera persons, who are introduced in the final credits — or avoid its gaze.) You can see every flicker in their faces, which allows you to notice and think about the glassiness in Idris’s eyes. He never cries, but you may find yourself on the verge."
"1520027484-10385","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/10/18/movies/the-fifth-estate-with-benedict-cumberbatch-as-julian-assange.html","http://www.nytimes.com/2013/10/18/movies/the-fifth-estate-with-benedict-cumberbatch-as-julian-assange.html","At the very end of “The Fifth Estate,” the filmmakers offer their subject, the WikiLeaks founder Julian Assange, a chance at pre-emptive rebuttal. Not the actual Assange, of course, but the actor Benedict Cumberbatch, with platinum locks and an Aussie accent providing an uncanny simulacrum. Asked what he thinks of “the WikiLeaks movie,” Assange snorts that it’s more like “the anti-WikiLeaks movie,” bashes the books it’s based on and casts imperious doubt on its accuracy."
"1520026535-7786","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/05/03/movies/dead-mans-burden-directed-by-jared-moshe.html","http://www.nytimes.com/2013/05/03/movies/dead-mans-burden-directed-by-jared-moshe.html","“Dead Man’s Burden,” Jared Moshé’s morally complex, stylistically minimalist western, begins and ends with a stone-cold killing. The emotions between, however, are anything but cool, as the film’s small group of primary characters slips from joy to fury to murderous suspicion with faultless fluidity."
"1520025769-5794","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2012/11/16/movies/hitlers-children-a-documentary-about-guilt-by-blood.html","http://www.nytimes.com/2012/11/16/movies/hitlers-children-a-documentary-about-guilt-by-blood.html","Quiet, simple and soaked in sorrow, “Hitler’s Children” takes a stripped-down approach to an emotionally sophisticated subject."
"1520026892-8859","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/07/19/movies/broken-brings-kitchen-sink-realism-to-todays-britain.html","http://www.nytimes.com/2013/07/19/movies/broken-brings-kitchen-sink-realism-to-todays-britain.html","Kitchen-sink realism for the 21st century: that would describe the first three-quarters of “Broken,” the fine but unnecessarily convoluted first feature film by the British theater director Rufus Norris about the tensions in a grubby middle-class neighborhood of North London. The movie lacks the visual austerity and despairing tone of its forerunners in the late 1950s and early 1960s. These people are not poor. But most are unhappy, coarse and highly stressed, and the social climate is claustrophobic."
"1520026022-6613","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/02/01/movies/alex-gibneys-last-gladiators-looks-at-hockeys-tough-guys.html","http://www.nytimes.com/2013/02/01/movies/alex-gibneys-last-gladiators-looks-at-hockeys-tough-guys.html","“The Last Gladiators” is rated R (Under 17 requires accompanying parent or adult guardian) for language."
"1520026020-6603","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/01/31/movies/sound-city-a-documentary-by-dave-grohl.html","http://www.nytimes.com/2013/01/31/movies/sound-city-a-documentary-by-dave-grohl.html","The film then becomes a chronicle of the slow death of the studio, an analog operation whose heart was a Neve soundboard that recorded on tape, which by the 1980s had begun to be supplanted by digital technology. Mr. Grohl has become something of a musical preservationist, and he and others lament the loss of the human element of the analog era and the emergence of music created and manipulated on computers. It’s not an antidigital argument — Trent Reznor of Nine Inch Nails makes a case for digital technology as a creative tool — so much as an antiblandness argument."
"1520026104-6798","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/02/15/movies/no-with-gael-garcia-bernal.html","http://www.nytimes.com/2013/02/15/movies/no-with-gael-garcia-bernal.html","Marshall McLuhan called advertising the greatest art form of the 20th century. In “No,” Pablo Larraín’s sly, smart, fictionalized tale about the art of the sell during a fraught period in Chilean history, advertising isn’t only an art; it’s also a way of life. That’s certainly true for the young adman, Rene Saavedra (Gael García Bernal), who skateboards through the movie, pausing now and again to care for his son or dash off another ad campaign. When approached to help create one to oust Gen. Augusto Pinochet, he signs on. Rene may be vaguely interested in selling the country on life without Pinochet, but what reels him in is the challenge of pitching a superior product."
"1520026614-8018","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/05/15/movies/old-dog-directed-by-pema-tseden.html","http://www.nytimes.com/2013/05/15/movies/old-dog-directed-by-pema-tseden.html","Raw and resolute, this unsettling fable feels driven by an anger that remains largely unexpressed. Akku may say very little, but his resolve is clear: whatever else the Chinese may have taken, they’re not getting his dog."
"1520025879-6143","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2012/12/14/movies/the-hobbit-an-unexpected-journey-by-peter-jackson.html","http://www.nytimes.com/2012/12/14/movies/the-hobbit-an-unexpected-journey-by-peter-jackson.html","“The Lord of the Rings” was the work of a filmmaker perfectly in tune with his source material. Its too-muchness — the encyclopedic detail, the pseudoscholarly exposition, the soaring allegory, the punishing length — was as much a product of Tolkien’s literary sensibility as of Mr. Jackson’s commitment to cinematic maximalism. These were three films to rule them all, and they conjured an imaginary world of remarkable complexity and coherence. This voyage, which takes place 60 years before Frodo’s great quest, is not nearly as captivating."
"1520027503-10455","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/10/23/movies/claire-deniss-bastards-with-vincent-lindon.html","http://www.nytimes.com/2013/10/23/movies/claire-deniss-bastards-with-vincent-lindon.html","With her customary elliptical elegance, Ms. Denis introduces the story’s individual elements: after receiving an S O S, Marco Silvestri (Vincent Lindon), a captain on a supertanker, returns to Paris. Marco’s brother-in-law has died, his sister is on the verge of bankruptcy and about to lose the family shoe factory, and his niece has been badly injured. He writes checks for his sister, Sandra (Julie Bataille), and visits his niece, Justine (Lola Créton). He also moves into a sprawling apartment, throwing a mattress on the polished parquet floor, and begins watching a neighbor, Raphaëlle (Chiara Mastroianni), who lives with her young son, Joseph (Yann Antoine Bizette). She turns out to be the mistress of a wealthy older man, a man with a dazzling smile, Edouard Laporte (Michel Subor)."
"1520027507-10467","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/10/25/movies/capital-a-financial-thriller-directed-by-costa-gavras.html","http://www.nytimes.com/2013/10/25/movies/capital-a-financial-thriller-directed-by-costa-gavras.html","The film wastes precious time following Marc’s romantic cat-and-mouse games with Nassim (Liya Kebede), a supermodel and plutocratic groupie whom he forces himself on in the back of a limousine. Nassim has a slinky manner and likes to eat caviar off her bare knee. But when she opens her mouth, she sounds about as classy as Snooki. The movie primly refuses to acknowledge that wealth and power can be fun."
"1520026315-7218","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/03/22/movies/ana-piterbargs-everybody-has-a-plan.html","http://www.nytimes.com/2013/03/22/movies/ana-piterbargs-everybody-has-a-plan.html","“Everybody Has a Plan” is rated R (under 17 requires accompanying parent or adult guardian). Sex, hacking-knife violence and brooding."
"1520025969-6464","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/01/12/movies/vishal-bhardwajs-matru-ki-bijlee-ka-mandola.html","http://www.nytimes.com/2013/01/12/movies/vishal-bhardwajs-matru-ki-bijlee-ka-mandola.html","Opened on Friday nationwide."
"1520025907-6251","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2012/12/21/movies/this-is-40-from-judd-apatow-and-starring-paul-rudd.html","http://www.nytimes.com/2012/12/21/movies/this-is-40-from-judd-apatow-and-starring-paul-rudd.html","This one is all about Pete and Debbie, who, along with their two daughters, occupy a big white house in one of Los Angeles’s nicer ZIP codes and who, in the course of a hectic week, undergo — well, what, exactly? A matched set of midlife crises? A rough patch in their marriage? A flurry of “first-world problems” so trivial as to be an insult to the planet’s struggling masses? A seminar in postmodern, postfeminist gender politics? Yes, sure, all of that, but to drop their troubles into such neat conceptual boxes would be to simplify a situation that is both agreeably and annoyingly messy."
"1520026038-6640","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/02/01/movies/koch-neil-barskys-documentary-on-the-former-mayor.html","http://www.nytimes.com/2013/02/01/movies/koch-neil-barskys-documentary-on-the-former-mayor.html","Like Walt Whitman, another hard-to-classify embodiment of the spirit of New York, he is contradictory and multitudinous. The hour and a half Mr. Barsky provides might be enough time for a lesser figure. Mr. Koch — who I should note has dabbled in film criticism since leaving Gracie Mansion — needs more: a mini-series; a Dreiser novel (Tom Wolfe tried, sort of, in “The Bonfire of the Vanities”); a sprawling epic combining the talents of Sidney Lumet, Woody Allen, Bob Fosse and Spike Lee. He is charming, infuriating and sometimes coy (especially about his sexuality, which he continues to insist is nobody’s business). He can be exhausting, even in small doses, but he has never been boring. Post-Koch New York is duller than it used to be, which is probably both a disappointment and a relief."
"1520025974-6479","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/01/18/movies/brief-reunion-written-and-directed-by-john-daschbach.html","http://www.nytimes.com/2013/01/18/movies/brief-reunion-written-and-directed-by-john-daschbach.html","If the lush New England setting, with its covered bridges and sleepy river, seems a summer paradise, all is not right. In ominous portent, a dinner party with friends and business associates is interrupted when a bat strays into the house and wreaks havoc. The guests cower in horror as Aaron beats it to death."
"1520026669-8196","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/05/24/movies/nancy-please-directed-by-andrew-semans.html","http://www.nytimes.com/2013/05/24/movies/nancy-please-directed-by-andrew-semans.html","Convinced that those notes are critical to his work, Paul asks his former roommate, Nancy (Eléonore Hendricks, simply perfect), to return the book. But Nancy — who, we have already gathered from throwaway remarks, may be less than sweet — seems reluctant to help. Is she crazy or just crabby?"
"1520026220-6995","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/03/08/movies/downeast-from-david-redmon-and-ashley-sabin.html","http://www.nytimes.com/2013/03/08/movies/downeast-from-david-redmon-and-ashley-sabin.html","The film chronicles what happened when Stinson Seafood, the last full-time sardine cannery in the United States, closed in 2010, with a loss of 128 jobs. It tells the tale from the perspective of Antonio Bussone, an Italian immigrant in Boston who tries to buy the site with hopes of reopening it as a lobster-packing plant and bringing back some of the lost jobs. The obstacles he encounters, first from a local leader, then from forces even further beyond his control, seem heartbreakingly laughable, if there can be such a thing."
"1520026801-8576","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/06/26/movies/sing-me-the-songs-a-tribute-to-kate-mcgarrigle.html","http://www.nytimes.com/2013/06/26/movies/sing-me-the-songs-a-tribute-to-kate-mcgarrigle.html","The McGarrigle sisters’ catalog is full of longing, disappointment, nostalgia and affection, and some songs, written decades ago, seem almost to have been written expressly for a concert like this one.  “Walking Song,”  a hymn to companionship, takes on a haunting metaphorical resonance when played as an elegy. But the McGarrigles always filtered the pain of experience through a witty, stoical sensibility. The literary richness of their lyrics is matched by a musical approach that mixes the tough simplicity of North American folk traditions with the urbanity of the Gershwins and Stephen Sondheim."
"1520026741-8396","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/06/12/movies/more-than-honey-a-documentary-by-markus-imhoof.html","http://www.nytimes.com/2013/06/12/movies/more-than-honey-a-documentary-by-markus-imhoof.html","The cinematography, by Jörg Jeshel, is spectacularly beautiful, whether the camera is contemplating the Swiss Alps or the interior of a hive, where bees are observed in enlarged close-up. But the film goes overboard with cartoonish slow-motion footage of bees in flight."
"1520025745-5722","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2012/11/16/movies/28-hotel-rooms-by-matt-ross-with-marin-ireland.html","http://www.nytimes.com/2012/11/16/movies/28-hotel-rooms-by-matt-ross-with-marin-ireland.html","The bubble in which the affair takes place is also a moral vacuum. These lovers have no qualms about cheating on their mates. Mr. Messina’s writer has an unidentified girlfriend and later a wife with whom he eventually settles down in Portland, Me., after his career as a novelist fizzles and he becomes a college English teacher. Late in the movie there are suggestions that the marriage of Ms. Ireland’s character has dried up."
"1520026106-6809","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/02/15/movies/the-jeffrey-dahmer-files-by-chris-james-thompson.html","http://www.nytimes.com/2013/02/15/movies/the-jeffrey-dahmer-files-by-chris-james-thompson.html","Those details are at their most gruesome in the testimony of the Milwaukee medical examiner who worked to identify the decomposing evidence in Dahmer’s one-bedroom apartment. Possibly even more chilling are the recollections of the killer’s onetime neighbor, who reminisces about the friendly young man who gave her a sandwich whose possible contents still make her squirm."
"1520026966-9045","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/07/31/movies/the-smurfs-2-takes-the-creatures-to-paris.html","http://www.nytimes.com/2013/07/31/movies/the-smurfs-2-takes-the-creatures-to-paris.html","The movie doesn’t have the wit of the first installment and seems as if it might be hard for young children to follow, though who knows with young children? John Oliver, Jimmy Kimmel, Alan Cumming and Jeff Foxworthy are among those contributing Smurf voices, and Jonathan Winters left this life in April being able to say that one of his last jobs was providing the voice of Papa Smurf, the big-hearted patriarch of the Smurf world."
"1520026637-8086","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/05/17/movies/frances-ha-with-greta-gerwig.html","http://www.nytimes.com/2013/05/17/movies/frances-ha-with-greta-gerwig.html","Then Sophie moves in with her boyfriend, Patch (Patrick Heusinger), who becomes her fiancé and takes her to Tokyo. Frances is left to improvise, and also to learn some hard lessons, none of which are terribly surprising in hindsight, but most of which she still somehow fails to anticipate. She bounces from one living situation to another, briefly to Paris and to Sacramento for Christmas with her parents (played by Ms. Gerwig’s own parents). Her professional progress is as precarious as her social life."
"1520026741-8395","http://sis-teach-01.sis.pitt.edu/spring2018/jid17/3360to4180url.html","http://www.nytimes.com/2013/06/12/movies/more-than-honey-a-documentary-by-markus-imhoof.html","http://www.nytimes.com/2013/06/12/movies/more-than-honey-a-documentary-by-markus-imhoof.html","Directed and written by Markus Imhoof, a Swiss filmmaker, the movie is a tutorial on the biology and social behavior of bees and their exploitation in the age of industrial agriculture. Mr. Imhoof is descended from a long line of beekeepers whose cultivation of bees and harvesting of their honey are still carried out in more or less traditional ways. The film approvingly contrasts Mr. Imhoof’s family tradition with the techniques of modern agribusiness in which bee colonies are trucked from place to place to pollinate enormous orchards."
